Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
2074227969,-29.050766,-61.661659,73.588921,-0.298295,0.651969,1.052589
2074267999,19.116274,-58.027180,114.917625,-0.346134,0.248991,0.722861
2074308024,52.189156,-34.988316,61.080708,-0.202859,0.051653,0.683576
2074348043,33.466396,12.304957,51.443195,-0.067174,0.007146,0.628328
2074388073,24.198975,45.852654,34.736675,0.008332,0.026041,0.695593
2074428114,11.369044,65.892746,31.113310,0.057108,-0.050500,0.816680
2074468118,26.252371,76.327591,8.143163,0.011053,-0.079883,0.969461
2074508147,-6.602334,68.554993,-5.097499,-0.002702,-0.020943,1.109236
2074548167,-24.349543,20.943165,-5.909122,0.018147,0.229413,1.452767
2074588197,34.846668,-78.853218,12.645723,-0.108546,0.310704,1.222899
2074628222,21.317907,-28.385763,18.112999,-0.194288,0.269645,0.944812
2074668242,26.693024,-10.901138,7.567556,-0.104880,0.328440,0.954236
2074708271,13.624822,-3.035367,6.082481,-0.107653,0.333775,0.948193
2074748291,2.741851,2.807035,0.200079,-0.111618,0.336585,0.941937
2074788321,-2.144733,8.067821,-3.712029,-0.115343,0.335605,0.952491
2074828346,-5.950640,17.783937,-3.689080,-0.131068,0.340659,0.940800
2074868365,-14.673325,31.581358,3.869867,-0.127129,0.334841,0.960140
2074908395,-11.981057,48.577389,-3.000262,-0.181274,0.276318,0.980973
2074948420,-27.404871,78.477158,-4.313647,-0.144534,0.252155,1.031738
2074988440,28.011866,59.556660,-30.147684,-0.112595,0.243549,1.147403
2075028469,10.651476,14.324201,-24.529844,-0.074568,0.405564,1.170774
2075068489,-12.894793,-24.757620,1.524586,-0.032483,0.428785,1.020545
2075108519,-12.518862,-52.101467,14.767804,-0.071695,0.334601,0.867922
2075148544,-18.662060,-56.065651,18.119898,-0.126801,0.257885,0.799815
2075188564,-40.618114,-35.702587,25.899387,-0.149664,0.259152,0.767018
2075228593,-43.473499,-25.465498,23.568926,-0.192687,0.253295,0.790472
2075268624,-36.743084,-26.970346,25.815887,-0.180345,0.239410,0.816065
2075308638,-20.881254,-18.728271,33.757832,-0.254005,0.147710,0.754111
2075348668,-2.128513,9.022243,25.045534,-0.345078,0.091779,0.712741
2075388687,6.330985,52.649361,5.731916,-0.415333,0.057179,0.730220
2075428717,9.921279,54.784481,-2.165807,-0.516296,0.265299,1.254427
2075468742,79.706139,-42.628754,-1.935975,-0.340239,0.289668,1.510527
2075508762,3.469742,2.259761,9.952792,-0.555951,0.286746,1.062196
2075548792,-25.943195,-10.702492,5.410526,-0.459358,0.311930,1.271976
2075588829,-11.377030,-72.726189,12.003998,-0.337224,0.272849,1.108664
2075628836,29.112650,-81.216560,8.461291,-0.256869,0.232614,0.771956
2075668866,19.741726,-36.359035,-1.270412,-0.142935,0.188375,0.658223
2075708886,-10.806036,7.693026,-11.719672,0.004458,0.200566,0.711087
2075748916,1.242276,24.342690,-19.301863,0.092234,0.184030,0.749907
2075788941,25.451130,29.867544,-22.233330,0.074094,0.218973,0.794859
2075828960,34.794186,28.795200,-23.196186,0.104222,0.207169,0.815864
2075868990,19.288286,37.136154,-19.880011,0.053353,0.250777,0.762001
2075909028,15.629128,61.443165,-22.056278,-0.038015,0.292952,0.845632
2075949034,13.521659,18.808552,-11.682874,0.120980,0.477915,1.703820
2075989064,20.989126,-62.229694,6.087405,-0.210340,0.483238,1.004146
2076029084,-7.165236,-1.329441,14.398973,-0.174913,0.392622,0.997446
2076069114,-10.194264,8.251845,-0.545299,-0.116953,0.324840,0.886929
2076109138,-16.829723,-0.275256,-0.770729,-0.125302,0.321060,0.941539
2076149159,-23.671501,-4.848150,0.572298,-0.138085,0.337823,0.947598
2076189188,-19.331171,-1.301823,3.233422,-0.149972,0.252309,0.949247
2076229208,-7.942340,-2.641682,-1.330120,-0.132130,0.269125,0.955855
2076269238,-5.769472,-3.895838,-0.272936,-0.130929,0.276063,0.946148
2076309262,-8.277765,-11.637309,0.737000,-0.129808,0.280817,0.947936
2076349282,-14.841580,-16.634766,5.467175,-0.136820,0.297364,0.956755
2076389312,-21.126011,-14.852571,10.388000,-0.115763,0.260698,0.975079
2076429337,-9.951129,-9.699104,6.821171,-0.100565,0.202590,0.963141
2076469357,3.464315,-7.143320,2.678598,-0.088293,0.218972,0.958875
2076509387,11.938453,-5.774508,1.259545,-0.091587,0.246198,0.967446
2076549406,6.698786,0.776208,1.843254,-0.084873,0.290205,0.970612
2076589436,0.281510,5.041298,-1.523049,-0.088539,0.261990,0.961626
2076629461,-4.600223,4.265834,-3.158367,-0.099335,0.264105,0.962300
2076669481,-5.251079,5.475473,-4.523769,-0.105071,0.249637,0.967152
2076709511,-4.760008,5.034863,-6.068205,-0.102374,0.255451,0.960538
2076749558,-8.218054,4.475032,-3.882125,-0.105431,0.246869,0.964320
2076789555,-4.738727,3.083908,-2.030210,-0.112361,0.228024,0.968818
2076829585,0.395287,2.781373,-2.484391,-0.113698,0.234843,0.969607
2076869604,1.115891,2.371319,-1.153583,-0.111199,0.239180,0.959653
